,Zip.Code,RUCC_2023
4291,53703,2.0
4292,53703,2.0
4293,53532,2.0
4294,53532,2.0
4295,53716,2.0
4296,53716,2.0
4297,53715,2.0
4298,53590,2.0
4299,53716,2.0
4300,53716,2.0
4301,53527,2.0
4302,53527,2.0
4303,53719,2.0
4304,53719,2.0
4305,53705,2.0
4306,53705,2.0
4307,53558,2.0
4308,53558,2.0
4309,53716,2.0
4310,53532,2.0
4311,53532,2.0
4314,53572,2.0
4315,53572,2.0
4318,53716,2.0
4319,53716,2.0
4320,53590,2.0
4321,53590,2.0
4322,53562,2.0
4323,53562,2.0
4326,53703,2.0
4327,53703,2.0
4328,53578,4.0
4329,53578,4.0
4330,53711,2.0
4331,53711,2.0
4334,53711,2.0
4335,53711,2.0
4336,53597,2.0
4337,53597,2.0
4338,53528,2.0
4339,53528,2.0
4340,53703,2.0
4341,53703,2.0
4342,53705,2.0
4343,53705,2.0
4344,53705,2.0
4345,53705,2.0
4346,53711,2.0
4347,53566,2.0
4348,53566,2.0
4349,53531,2.0
4350,53531,2.0
4351,53590,2.0
4352,53590,2.0
4353,53589,2.0
4354,53589,2.0
4355,53717,2.0
4356,53717,2.0
4357,53558,2.0
4358,53558,2.0
4359,53711,2.0
4360,53711,2.0
4361,53718,2.0
4362,53718,2.0
4363,53901,2.0
4364,53901,2.0
4365,53719,2.0
4366,53719,2.0
4367,53562,2.0
4368,53562,2.0
4371,53590,2.0
4372,53590,2.0
4373,53711,2.0
4374,53711,2.0
4375,53532,2.0
4376,53532,2.0
4377,53704,2.0
4378,53704,2.0
4379,53590,2.0
4380,53590,2.0
4381,53960,2.0
4382,53960,2.0
4383,53714,2.0
4384,53593,2.0
4385,53593,2.0
4386,53593,2.0
4387,53593,2.0
4388,53711,2.0
4389,53711,2.0
4390,53705,2.0
4391,53705,2.0
4392,53711,2.0
4393,53711,2.0
4394,53705,2.0
4395,53705,2.0
4396,53965,4.0
4397,53965,4.0
4398,53705,2.0
4399,53705,2.0
4400,53590,2.0
4401,53590,2.0
4402,53532,2.0
4403,53532,2.0
4404,53523,2.0
4405,53523,2.0
4406,53705,2.0
4407,53705,2.0
4408,53590,2.0
4409,53590,2.0
4410,53717,2.0
4411,53717,2.0
4412,53572,2.0
4413,53572,2.0
4414,53558,2.0
4415,53558,2.0
4418,53558,2.0
4419,53558,2.0
4420,53590,2.0
4421,53590,2.0
4422,53719,2.0
4423,53719,2.0
4424,53718,2.0
4425,53718,2.0
4428,53520,2.0
4429,53520,2.0
4430,53703,2.0
4431,53703,2.0
4432,53572,2.0
4433,53572,2.0
4434,53590,2.0
4435,53590,2.0
4436,53711,2.0
4437,53711,2.0
4438,53593,2.0
4439,53593,2.0
4440,53590,2.0
4441,53590,2.0
4442,53590,2.0
4443,53590,2.0
4444,53913,4.0
4445,53913,4.0
4446,53716,2.0
4447,53716,2.0
4450,53593,2.0
4451,53593,2.0
4452,53558,2.0
4453,53558,2.0
4454,53703,2.0
4455,53703,2.0
4456,53703,2.0
4457,53703,2.0
4458,53711,2.0
4459,53711,2.0
4460,53716,2.0
4461,53716,2.0
4462,53507,2.0
4463,53507,2.0
4464,53590,2.0
4465,53590,2.0
4466,53711,2.0
4467,53711,2.0
4469,53716,2.0
4470,53716,2.0
4471,53558,2.0
4472,53558,2.0
4473,53716,2.0
4474,53716,2.0
4475,53705,2.0
4476,53705,2.0
4477,53716,2.0
4478,53716,2.0
4479,53965,4.0
4480,53965,4.0
4485,53590,2.0
4486,53590,2.0
4489,53715,2.0
4490,53715,2.0
4495,53718,2.0
4496,53718,2.0
4497,53716,2.0
4498,53716,2.0
4499,53562,2.0
4500,53562,2.0
4501,53716,2.0
4502,53716,2.0
4503,53562,2.0
4506,53558,2.0
4507,53558,2.0
4508,53714,2.0
4509,53714,2.0
4510,53726,2.0
4511,53726,2.0
4512,53597,2.0
4513,53597,2.0
4514,53589,2.0
4515,53703,2.0
4516,53703,2.0
4517,53703,2.0
4518,53705,2.0
4519,53593,2.0
4520,53517,2.0
4521,53555,2.0
4522,53562,2.0
4525,53590,2.0
4526,53590,2.0
4527,53590,2.0
4528,53528,2.0
4529,53718,2.0
4530,53527,2.0
4533,53719,2.0
4534,53528,2.0
4535,53507,2.0
4536,53562,2.0
4537,53521,2.0
4538,53529,2.0
4539,53532,2.0
4540,53719,2.0
4541,53703,2.0
4543,53956,4.0
4544,53705,2.0
4545,53704,2.0
4546,53590,2.0
4547,53911,2.0
4548,53590,2.0
4549,53562,2.0
4550,53719,2.0
4551,53562,2.0
4552,53705,2.0
4553,53593,2.0
4554,53562,2.0
4555,53571,2.0
4557,53593,2.0
4558,53704,2.0
4559,53559,2.0
4560,53711,2.0
4561,53593,2.0
4562,53711,2.0
4565,53716,2.0
4566,53590,2.0
4567,53703,2.0
4568,53713,2.0
4569,53711,2.0
4570,53719,2.0
4571,53711,2.0
4573,53716,2.0
4574,53589,2.0
4575,53714,2.0
4576,53562,2.0
4577,53718,2.0
4578,53593,2.0
4581,53716,2.0
4582,53717,2.0
4583,53705,2.0
4584,53705,2.0
4586,53590,2.0
4587,53562,2.0
4588,53704,2.0
4589,53705,2.0
4590,53719,2.0
4591,53726,2.0
4592,53562,2.0
4593,53711,2.0
4594,53597,2.0
4595,53711,2.0
4596,53705,2.0
4598,53714,2.0
4599,53520,2.0
4600,53711,2.0
4601,53717,2.0
4602,53705,2.0
4603,53523,2.0
4604,53704,2.0
4606,53572,2.0
4608,53577,4.0
4609,53705,2.0
4610,53711,2.0
4611,53719,2.0
4612,53713,2.0
4613,53147,4.0
4614,53589,2.0
4615,53578,4.0
4616,53717,2.0
4617,53719,2.0
4618,53521,2.0
4619,53039,4.0
4620,53562,2.0
4621,53717,2.0
4622,53711,2.0
4623,53718,2.0
4624,53711,2.0
4625,53589,2.0
4626,53711,2.0
4627,53719,2.0
4628,53719,2.0
4629,53705,2.0
4630,53719,2.0
4633,53532,2.0
4634,53590,2.0
4635,37415,2.0
4637,53718,2.0
4638,53705,2.0
4639,53589,2.0
4640,53590,2.0
4641,53718,2.0
4642,53718,2.0
4643,53589,2.0
4644,53562,2.0
4645,53502,2.0
4646,53597,2.0
4647,53711,2.0
4648,53719,2.0
4649,53532,2.0
4650,53719,2.0
4651,53719,2.0
4652,53562,2.0
4653,53711,2.0
4654,53588,4.0
4655,53590,2.0
4656,53589,2.0
4657,53711,2.0
4658,53704,2.0
4659,53717,2.0
4660,53718,2.0
4661,53713,2.0
4662,53704,2.0
4663,53719,2.0
4664,53714,2.0
4665,53521,2.0
4666,53713,2.0
4668,53705,2.0
4669,53705,2.0
4670,53913,4.0
4671,53583,4.0
4672,53901,2.0
4673,53597,2.0
4674,53704,2.0
4675,53555,2.0
4677,53703,2.0
4678,53711,2.0
4680,53597,2.0
4681,53594,4.0
4682,53719,2.0
4683,53590,2.0
4684,53704,2.0
4685,53704,2.0
4686,53593,2.0
4688,53705,2.0
4689,53717,2.0
4690,53590,2.0
4691,53590,2.0
4692,53726,2.0
4693,53562,2.0
4694,53705,2.0
4695,53562,2.0
4697,53593,2.0
4698,53590,2.0
4699,53913,4.0
4702,53593,2.0
4703,53705,2.0
4705,53593,2.0
4706,53913,4.0
4708,53704,2.0
4710,53716,2.0
4711,53718,2.0
4712,53955,2.0
4713,53593,2.0
4714,53711,2.0
4715,53558,2.0
4716,53094,4.0
4717,53711,2.0
4718,53718,2.0
4719,53711,2.0
4720,53532,2.0
4721,53589,2.0
4722,53589,2.0
4723,53711,2.0
4724,53705,2.0
4725,53717,2.0
4727,53704,2.0
4728,53704,2.0
4729,53597,2.0
4730,53593,2.0
4731,53705,2.0
4732,53704,2.0
4733,53572,2.0
4734,53590,2.0
4735,53538,4.0
4736,53726,2.0
4738,53593,2.0
4739,53718,2.0
4740,53572,2.0
4741,53566,2.0
4742,53597,2.0
4743,53589,2.0
4744,53715,2.0
4745,53562,2.0
4746,53559,2.0
4747,53589,2.0
4749,53575,2.0
4750,53716,2.0
4751,53711,2.0
4752,53562,2.0
4753,53562,2.0
4754,53558,2.0
4756,53533,2.0
4757,53532,2.0
4758,53590,2.0
4759,53719,2.0
4760,53590,2.0
4761,53562,2.0
4764,53558,2.0
4765,53575,2.0
4766,53719,2.0
4768,53717,2.0
4769,53719,2.0
4770,53726,2.0
4771,53717,2.0
4772,53575,2.0
4773,53714,2.0
4775,53593,2.0
4776,53572,2.0
4777,53590,2.0
4778,53704,2.0
4779,53716,2.0
4780,53704,2.0
4781,53714,2.0
4782,53718,2.0
4783,53956,4.0
4785,53713,2.0
4786,53597,2.0
4787,53711,2.0
4788,53923,2.0
4789,53711,2.0
4790,53517,2.0
4791,53719,2.0
4792,53705,2.0
4793,53705,2.0
4794,53711,2.0
4795,53588,4.0
4796,53562,2.0
4797,53532,2.0
4798,53531,2.0
4799,53532,2.0
4800,53703,2.0
4801,53590,2.0
4802,53726,2.0
4804,53711,2.0
4805,53590,2.0
4806,53714,2.0
4807,53714,2.0
4808,53589,2.0
4809,53704,2.0
4810,53590,2.0
4811,53574,2.0
4812,53562,2.0
4813,53562,2.0
4815,53527,2.0
4816,53715,2.0
4817,53714,2.0
4818,53916,4.0
4819,53589,2.0
4820,53913,4.0
4821,53593,2.0
4822,53593,2.0
4823,53597,2.0
4824,53597,2.0
4825,53965,4.0
4826,53590,2.0
4827,53589,2.0
4828,53588,4.0
4829,53588,4.0
4830,53593,2.0
4831,53039,4.0
4832,53503,2.0
4833,53589,2.0
4834,53965,4.0
4835,53582,2.0
4836,53531,2.0
4837,53590,2.0
4838,53527,2.0
4839,53578,4.0
4840,53718,2.0
4841,53590,2.0
4842,53719,2.0
4843,53593,2.0
4844,53925,2.0
4845,53590,2.0
4846,53532,2.0
4847,53523,2.0
4848,53705,2.0
4849,53716,2.0
4850,53713,2.0
4851,53719,2.0
4852,53704,2.0
4853,53718,2.0
4854,53589,2.0
4855,53551,4.0
4856,53913,4.0
4857,53527,2.0
4858,53562,2.0
4859,53719,2.0
4860,53575,2.0
4861,53574,2.0
4862,53703,2.0
4863,53574,2.0
4864,53719,2.0
4865,53589,2.0
4866,53038,4.0
4867,53593,2.0
4868,53711,2.0
4869,53704,2.0
4870,53589,2.0
4871,53718,2.0
4872,32931,2.0
4873,53714,2.0
4875,53527,2.0
4877,53588,4.0
4878,53704,2.0
4879,53582,2.0
4881,53716,2.0
4882,53572,2.0
4883,53711,2.0
4884,53590,2.0
4885,53959,4.0
4886,53562,2.0
4887,53714,2.0
4888,53593,2.0
4889,53711,2.0
4890,53711,2.0
4891,53960,2.0
4892,53705,2.0
4893,53508,2.0
4894,53714,2.0
4895,53704,2.0
4896,53502,2.0
4897,53502,2.0
4898,53562,2.0
4899,53562,2.0
4900,53521,2.0
4901,53719,2.0
4902,53925,2.0
4903,53532,2.0
4905,53527,2.0
4906,53597,2.0
4907,53713,2.0
4908,53562,2.0
4909,53566,2.0
4910,53566,2.0
4911,53558,2.0
4912,53715,2.0
4913,53562,2.0
4914,53594,4.0
4915,53575,2.0
4916,53562,2.0
4917,53562,2.0
4919,53588,4.0
4920,53711,2.0
4921,53711,2.0
4922,53532,2.0
4924,53575,2.0
4926,53711,2.0
4927,53717,2.0
4929,53528,2.0
4930,53528,2.0
4931,53583,4.0
4932,53558,2.0
4933,53711,2.0
4934,53590,2.0
4936,53589,2.0
4937,53578,4.0
4938,53527,2.0
4939,53527,2.0
4940,53704,2.0
4941,53589,2.0
4942,53527,2.0
4943,53562,2.0
4944,53559,2.0
4945,53593,2.0
4946,53593,2.0
4947,53593,2.0
4948,53589,2.0
4949,53711,2.0
4950,53593,2.0
4951,53527,2.0
4952,53528,2.0
4953,53559,2.0
4954,53575,2.0
4956,53555,2.0
4957,53719,2.0
4958,53508,2.0
4959,53711,2.0
4960,53590,2.0
4961,53716,2.0
4962,53716,2.0
4963,53528,2.0
4964,53538,4.0
4965,53558,2.0
4966,53523,2.0
4967,53593,2.0
4968,53703,2.0
4969,53716,2.0
4970,53590,2.0
4971,53593,2.0
4972,53523,2.0
4973,53507,2.0
4974,53719,2.0
4975,53719,2.0
4976,53593,2.0
4977,53562,2.0
4978,53593,2.0
4979,53562,2.0
4980,53704,2.0
4981,53094,4.0
4982,53532,2.0
4983,53578,4.0
4984,53716,2.0
4985,53551,4.0
4986,53562,2.0
4987,53590,2.0
4988,53718,2.0
4989,53579,4.0
4990,53593,2.0
4991,53711,2.0
4992,53538,4.0
4993,53575,2.0
4994,53593,2.0
4995,53703,2.0
4996,53590,2.0
4997,53589,2.0
4998,53589,2.0
4999,53704,2.0
5000,53719,2.0
5001,53901,2.0
5002,53711,2.0
5003,53597,2.0
5004,53583,4.0
5005,53717,2.0
5006,53704,2.0
5007,53718,2.0
5009,53704,2.0
5010,53589,2.0
5011,53551,4.0
5012,53562,2.0
5013,53575,2.0
5014,53590,2.0
5015,53955,2.0
5016,53533,2.0
5017,53532,2.0
5019,53562,2.0
5020,53533,2.0
5021,53593,2.0
5022,53719,2.0
5023,53575,2.0
5024,53590,2.0
5025,53965,4.0
5026,53094,4.0
5027,53714,2.0
5028,53529,2.0
5029,53716,2.0
5030,53913,4.0
5031,53562,2.0
5032,53717,2.0
5033,53716,2.0
5034,53533,2.0
5035,53718,2.0
5036,53575,2.0
5037,53528,2.0
5038,53590,2.0
5039,53719,2.0
5041,53590,2.0
5042,53572,2.0
5043,53597,2.0
5044,53960,2.0
5046,53558,2.0
5047,53711,2.0
5048,53532,2.0
5049,53555,2.0
5051,53562,2.0
5052,53718,2.0
5053,53716,2.0
5054,53705,2.0
5055,53562,2.0
5056,53714,2.0
5057,53714,2.0
5058,53558,2.0
5059,53529,2.0
5060,53572,2.0
5061,53588,4.0
5062,53590,2.0
5064,53704,2.0
5065,53719,2.0
5066,53916,4.0
5067,53590,2.0
5068,53711,2.0
5069,53575,2.0
5070,53532,2.0
5071,53575,2.0
5072,53925,2.0
5073,53522,2.0
5074,53711,2.0
5075,53590,2.0
5076,53718,2.0
5077,53594,4.0
5078,53588,4.0
5079,53590,2.0
5080,53532,2.0
5081,53597,2.0
5082,53705,2.0
5083,53558,2.0
5084,53590,2.0
5085,53575,2.0
5086,53590,2.0
5087,53532,2.0
5088,53955,2.0
5089,53955,2.0
5090,53717,2.0
5091,53562,2.0
5093,53913,4.0
5094,53718,2.0
5095,53532,2.0
5097,53711,2.0
5098,53562,2.0
5099,53711,2.0
5101,53532,2.0
5102,53589,2.0
5103,53704,2.0
5104,53551,4.0
5105,53589,2.0
5106,53562,2.0
5108,53597,2.0
5109,53711,2.0
5110,53575,2.0
5111,53590,2.0
5112,53589,2.0
5113,53590,2.0
5114,53593,2.0
5115,53717,2.0
5116,53705,2.0
5117,53705,2.0
5118,53523,2.0
5119,53711,2.0
5120,53038,4.0
5121,53718,2.0
5122,53562,2.0
5123,53718,2.0
5124,53562,2.0
5125,53594,4.0
5126,53711,2.0
5128,53719,2.0
5129,53717,2.0
5130,53711,2.0
5131,53719,2.0
5133,53571,2.0
5134,53932,2.0
5135,53528,2.0
5136,53532,2.0
5137,53593,2.0
5138,53558,2.0
5139,53572,2.0
5140,53963,4.0
5141,53593,2.0
5142,53955,2.0
5143,53913,4.0
5144,53711,2.0
5145,53717,2.0
5146,53590,2.0
5147,53590,2.0
5148,53561,4.0
5149,53532,2.0
5150,53711,2.0
5151,53590,2.0
5153,53704,2.0
5154,53704,2.0
5156,53558,2.0
5157,53716,2.0
5158,53714,2.0
5159,53590,2.0
5160,53597,2.0
5161,53575,2.0
5162,53555,2.0
5163,53558,2.0
5164,53719,2.0
5165,53705,2.0
5166,53704,2.0
5167,53703,2.0
5168,53711,2.0
5170,53562,2.0
5171,53711,2.0
5172,53726,2.0
5173,53714,2.0
5174,53572,2.0
5175,53558,2.0
5176,53719,2.0
5177,53719,2.0
5178,53711,2.0
5179,53705,2.0
5180,53562,2.0
5181,53719,2.0
5182,53593,2.0
5183,53523,2.0
5184,53562,2.0
5185,53597,2.0
5186,53704,2.0
5187,53714,2.0
5188,53714,2.0
5189,53562,2.0
5190,53719,2.0
5191,53711,2.0
5192,53705,2.0
5193,53593,2.0
5194,53704,2.0
5195,53705,2.0
5196,53523,2.0
5197,53718,2.0
5198,53589,2.0
5199,53711,2.0
5200,53590,2.0
5202,53719,2.0
5203,53590,2.0
5205,53593,2.0
5207,53711,2.0
5208,53589,2.0
5209,53593,2.0
5210,53714,2.0
5211,53716,2.0
5212,53716,2.0
5214,53590,2.0
5215,53562,2.0
5216,53593,2.0
5217,53711,2.0
5218,53575,2.0
5219,53719,2.0
5221,53719,2.0
5222,53711,2.0
5224,53718,2.0
5225,53704,2.0
5226,53538,4.0
5229,53508,2.0
5230,53508,2.0
5233,53714,2.0
5234,53590,2.0
5235,53704,2.0
5236,53711,2.0
5237,53590,2.0
5238,53533,2.0
5240,53711,2.0
5241,53718,2.0
5242,53562,2.0
5243,53593,2.0
5244,53705,2.0
5245,53704,2.0
5246,53704,2.0
5247,53705,2.0
5248,53703,2.0
5249,53597,2.0
5250,53575,2.0
5251,53719,2.0
5252,53714,2.0
5254,53558,2.0
5255,53717,2.0
5256,53925,2.0
5257,53532,2.0
5259,53575,2.0
5260,53562,2.0
5261,53705,2.0
5262,53562,2.0
5263,53597,2.0
5264,53517,2.0
5265,53555,2.0
5266,53558,2.0
5267,53551,4.0
5268,53562,2.0
5269,53551,4.0
5271,53713,2.0
5272,53589,2.0
5273,53570,2.0
5274,53714,2.0
5275,53719,2.0
5276,53575,2.0
5277,53597,2.0
5278,53572,2.0
5279,53716,2.0
5280,53562,2.0
5281,53711,2.0
5282,53711,2.0
5283,53597,2.0
5285,53558,2.0
5287,53719,2.0
5288,53593,2.0
5289,53593,2.0
5290,53558,2.0
5291,53590,2.0
5292,53704,2.0
5294,53913,4.0
5295,53589,2.0
5296,53713,2.0
5297,53575,2.0
5298,53517,2.0
5299,53593,2.0
5300,53925,2.0
5302,53555,2.0
5303,53529,2.0
5304,53575,2.0
5305,53588,4.0
5306,53711,2.0
5307,53711,2.0
5308,53520,2.0
5309,53508,2.0
5310,53590,2.0
5311,53558,2.0
5312,53711,2.0
5313,53717,2.0
5314,53597,2.0
5316,53558,2.0
5317,53704,2.0
5318,53527,2.0
5319,53716,2.0
5320,53589,2.0
5321,53589,2.0
5322,53589,2.0
5323,53703,2.0
5324,53716,2.0
5325,53574,2.0
5327,53558,2.0
5328,53558,2.0
5329,53711,2.0
5330,53562,2.0
5331,53714,2.0
5332,53705,2.0
5333,53531,2.0
5334,53713,2.0
5335,53590,2.0
5337,53718,2.0
5338,53718,2.0
5339,53593,2.0
5340,53589,2.0
5341,53589,2.0
5342,53704,2.0
5343,53711,2.0
5344,53711,2.0
5345,53711,2.0
5346,53718,2.0
5347,53555,2.0
5348,53713,2.0
5349,53717,2.0
5350,53711,2.0
5351,53593,2.0
5352,53593,2.0
5353,53703,2.0
5354,53566,2.0
5355,53589,2.0
5356,53598,2.0
5357,53713,2.0
5358,53590,2.0
5359,53705,2.0
5360,53716,2.0
5361,53704,2.0
5362,53528,2.0
5363,53597,2.0
5365,53716,2.0
5366,53597,2.0
5367,53711,2.0
5368,53717,2.0
5369,53515,2.0
5371,53913,4.0
5372,53575,2.0
5373,53717,2.0
5374,53527,2.0
5375,53562,2.0
5376,53515,2.0
5377,53575,2.0
5378,53593,2.0
5381,53527,2.0
5382,53705,2.0
5383,53704,2.0
5384,53590,2.0
5385,53565,2.0
5386,53704,2.0
5387,53572,2.0
5388,53589,2.0
5389,53593,2.0
5390,53593,2.0
5391,53598,2.0
5392,53704,2.0
5393,53590,2.0
5394,53714,2.0
5395,53523,2.0
5396,53704,2.0
5397,53705,2.0
5398,53704,2.0
5399,53711,2.0
5400,53594,4.0
5401,53717,2.0
5402,53704,2.0
5403,53716,2.0
5404,53716,2.0
5405,53711,2.0
5406,53711,2.0
5407,53597,2.0
5408,53575,2.0
5409,53960,2.0
5410,53703,2.0
5411,53705,2.0
5412,53589,2.0
5414,53719,2.0
5415,53705,2.0
5416,53716,2.0
5417,53593,2.0
5418,53523,2.0
5419,53925,2.0
5420,53719,2.0
5421,53562,2.0
5422,53718,2.0
5423,53558,2.0
5424,53719,2.0
5425,53590,2.0
5427,53590,2.0
5428,53713,2.0
5429,53711,2.0
5430,53575,2.0
5431,53711,2.0
5432,53711,2.0
5433,53711,2.0
5434,53711,2.0
5435,53589,2.0
5436,53570,2.0
5437,53527,2.0
5438,53716,2.0
5439,53715,2.0
5440,53703,2.0
5441,53703,2.0
5442,53572,2.0
5443,53717,2.0
5444,53555,2.0
5445,53714,2.0
5446,53597,2.0
5447,53533,2.0
5448,53583,4.0
5450,53558,2.0
5452,53562,2.0
5453,53590,2.0
5454,53705,2.0
5455,53716,2.0
5456,53711,2.0
5457,53719,2.0
5458,53711,2.0
5459,53713,2.0
5460,53719,2.0
5461,53590,2.0
5462,53711,2.0
5463,53589,2.0
5464,53593,2.0
5465,53716,2.0
5466,53558,2.0
5467,53703,2.0
5469,53562,2.0
5470,53719,2.0
5471,53704,2.0
5472,53555,2.0
5473,53705,2.0
5474,53558,2.0
5475,53704,2.0
5476,53575,2.0
5477,53705,2.0
5478,53719,2.0
5479,53575,2.0
5480,53515,2.0
5481,53711,2.0
5482,53593,2.0
5483,53704,2.0
5484,53703,2.0
5485,53704,2.0
5486,53589,2.0
5487,53703,2.0
5488,53523,2.0
5489,53532,2.0
5490,53562,2.0
5491,53590,2.0
5492,53590,2.0
5493,53711,2.0
5494,53703,2.0
5496,53517,2.0
5497,53719,2.0
5498,53718,2.0
5499,53593,2.0
5500,53901,2.0
5501,53590,2.0
5502,53714,2.0
5503,53558,2.0
5504,53925,2.0
5505,53704,2.0
5506,53726,2.0
5507,53532,2.0
5508,53704,2.0
5509,53589,2.0
5510,53597,2.0
5512,53593,2.0
5513,53593,2.0
5514,53562,2.0
5515,53716,2.0
5516,53704,2.0
5517,53717,2.0
5518,53558,2.0
5519,53711,2.0
5520,53718,2.0
5521,53597,2.0
5522,53590,2.0
5524,53598,2.0
5525,53593,2.0
5526,53590,2.0
5527,53718,2.0
5528,53716,2.0
5530,53572,2.0
5531,53531,2.0
5533,53589,2.0
5534,53704,2.0
5535,53529,2.0
5536,53711,2.0
5537,53597,2.0
5538,53717,2.0
5539,53711,2.0
5540,53711,2.0
5541,53704,2.0
5542,53711,2.0
5543,53598,2.0
5544,53711,2.0
5545,53711,2.0
5546,53705,2.0
5547,53711,2.0
5548,53704,2.0
5549,53703,2.0
5550,53714,2.0
5551,53590,2.0
5552,53916,4.0
5553,53717,2.0
5554,53527,2.0
5555,53590,2.0
5556,53716,2.0
5557,53704,2.0
5559,53932,2.0
5560,53718,2.0
5561,53593,2.0
5562,53704,2.0
5563,53532,2.0
5564,53705,2.0
5565,53094,4.0
5566,53711,2.0
5567,53597,2.0
5568,53716,2.0
5569,53575,2.0
5570,53562,2.0
5571,53593,2.0
5574,53711,2.0
5575,53716,2.0
5576,53572,2.0
5577,53711,2.0
5578,53589,2.0
5579,53705,2.0
5580,53597,2.0
5581,53717,2.0
5582,53562,2.0
5583,53593,2.0
5584,53590,2.0
5585,53716,2.0
5586,53719,2.0
5587,53527,2.0
5588,53959,4.0
5589,53704,2.0
5590,53711,2.0
5591,53597,2.0
5592,53715,2.0
5593,53528,2.0
5594,53515,2.0
5595,53531,2.0
5596,53527,2.0
5598,53572,2.0
5599,53717,2.0
5600,53593,2.0
5601,53575,2.0
5602,53562,2.0
5603,53718,2.0
5604,53713,2.0
5605,53717,2.0
5607,53711,2.0
5608,53593,2.0
5609,53703,2.0
5610,53716,2.0
5611,53713,2.0
5612,53705,2.0
5613,53703,2.0
5614,53593,2.0
5615,53704,2.0
5616,53713,2.0
5617,53593,2.0
5618,53705,2.0
5619,53703,2.0
5620,53703,2.0
5621,53703,2.0
5622,53589,2.0
5623,53590,2.0
5624,53590,2.0
5625,53901,2.0
5626,53562,2.0
5627,53562,2.0
5630,53593,2.0
5631,53593,2.0
5632,53711,2.0
5633,53711,2.0
5634,53719,2.0
5635,53719,2.0
5636,53719,2.0
5637,53719,2.0
5638,53704,2.0
5639,53704,2.0
5640,53716,2.0
5641,53716,2.0
5642,53719,2.0
5643,53719,2.0
5644,53597,2.0
5645,53597,2.0
5648,53590,2.0
5649,53590,2.0
5650,53714,2.0
5651,53714,2.0
5652,53718,2.0
5653,53718,2.0
5654,53551,4.0
5655,53551,4.0
5656,53590,2.0
5657,53590,2.0
5658,53562,2.0
5659,53562,2.0
5660,53901,2.0
5661,53901,2.0
5662,53719,2.0
5663,53719,2.0
5666,53593,2.0
5667,53593,2.0
5668,53593,2.0
5671,53719,2.0
